student_id,timestamp,course_name,enrollment_status,grade_point_average,attendance_rate,scholarship_percent
4cc5f98e-aca3-442d-9d00-5fa0705af6b5,2026-02-28T02:08:25.291754,Ciência de Dados,DROPPED,6.6,88,25
7289a543-7c48-43e9-9c9c-01fab153b422,2026-03-07T20:36:04.605898,Direito,ACTIVE,8.1,82,0
8749e8bd-0bd2-4ce2-a6f6-8e49a29b6657,2026-01-29T08:07:52.509393,Engenharia de Software,GRADUATED,0.6,84,50
1172c90d-75c4-4c42-9024-9691f94dc32c,2026-03-13T08:25:45.962146,Direito,GRADUATED,5.7,56,50
5a1d82bc-ba27-469a-90ba-ab03dcacf3c3,2026-01-16T21:33:05.162763,Direito,SUSPENDED,5.0,75,100
c5b8d76c-4818-40d3-97e5-9497354f4833,2026-03-16T14:27:09.927184,Administração,ACTIVE,6.4,75,25
ad910d75-7085-4d99-9692-a6367a43f8b2,2026-01-27T21:21:04.535263,Direito,GRADUATED,0.1,70,50
022530c4-a33e-4ea0-8c62-9d4d1031397f,2026-01-20T22:35:55.661508,Ciência de Dados,GRADUATED,2.3,65,100
a4f81806-2e70-4100-a0c5-8045ef965662,2026-03-22T12:40:38.234555,Ciência de Dados,DROPPED,4.4,52,50
86abb2d1-7b3b-4d6b-ab1e-46af1083b96f,2026-01-17T23:07:38.293033,Administração,SUSPENDED,6.9,77,25
a9a3c433-48e1-49cc-b653-08abf281a8a7,2026-03-03T22:52:12.128569,Administração,GRADUATED,6.6,78,0
9919b02d-2448-4c51-9d33-186f3a180013,2026-03-22T06:03:43.312816,Direito,SUSPENDED,0.8,52,100
93a04117-8e4b-41de-94c0-cbf6836178fc,2026-03-22T04:31:43.570057,Ciência de Dados,GRADUATED,1.1,83,100
812e9f5d-a664-4ee1-b819-84f314f33481,2026-02-06T14:56:21.488764,Ciência de Dados,SUSPENDED,0.4,64,100
e6a38f49-f465-48b2-80df-79422056c59a,2026-01-17T06:51:19.402691,Administração,ACTIVE,6.1,82,25
64899cbd-a0ae-4bea-801c-3b2c5f029fae,2026-01-06T23:11:02.985533,Direito,DROPPED,4.0,63,100
10450359-3866-4f6f-bf54-14317c61c2ac,2026-03-15T11:36:01.652394,Administração,DROPPED,4.4,60,25
a20b3c34-dc63-4411-b467-47ca7db019cb,2026-03-07T06:09:42.007133,Direito,SUSPENDED,5.2,83,25
5a167cdf-ae42-4dcd-82f8-84c5cae23eda,2026-01-14T14:57:28.988509,Ciência de Dados,SUSPENDED,1.1,95,100
0bcef2e1-3de4-4c39-821d-00542600a178,2026-03-09T04:48:28.082516,Administração,ACTIVE,7.1,58,100
5eb0853f-5041-4c2d-bf41-4e741836bb9b,2026-02-07T17:16:18.876546,Administração,ACTIVE,8.1,94,25
c0ccea3e-ad26-4db7-9ce3-8905b9e29ec5,2026-01-21T16:50:12.548216,Engenharia de Software,GRADUATED,8.4,54,100
6f365616-afcf-4678-ae70-48f4c99ed4c6,2026-01-19T12:58:53.354067,Engenharia de Software,DROPPED,0.6,65,100
5f816c4b-564b-42e8-a0c1-1869c7bfffcb,2026-01-15T13:19:14.930871,Ciência de Dados,GRADUATED,8.8,50,100
e3ebe4b9-69d0-4ece-8945-6ffb7296d1a3,2026-01-13T05:22:31.334689,Direito,SUSPENDED,7.3,95,100
e95ae555-c05c-4be6-8f12-47fa2d2718f9,2026-02-02T07:47:45.004610,Ciência de Dados,SUSPENDED,2.7,85,0
84c67c71-d80b-43c3-927c-3f95f821a932,2026-01-25T14:05:03.633881,Ciência de Dados,ACTIVE,6.0,51,50
90d1e232-c01b-47eb-bd1a-99260a62f87b,2026-03-10T03:03:18.654417,Engenharia de Software,SUSPENDED,8.0,67,100
3e465312-9f4e-4f6b-88d5-af76c04fc98d,2026-01-20T22:44:43.161855,Engenharia de Software,SUSPENDED,4.1,90,25
3e7b7736-57a9-4d20-8ea2-2714002270a9,2026-02-08T01:32:53.248634,Direito,SUSPENDED,3.1,87,50
fe853c6f-b699-4913-97df-458a5f5bec73,2026-03-24T07:40:51.341668,Ciência de Dados,DROPPED,9.3,99,50
7e80085b-2536-4494-8c0b-4c0f685a4125,2026-03-13T08:31:04.550226,Ciência de Dados,DROPPED,9.5,50,0
1cc1e0c3-5ba7-40ff-aa9b-eef98a66f731,2026-03-05T16:08:41.449120,Direito,ACTIVE,7.8,82,0
a964298c-96aa-4868-84f9-58faac9f5051,2026-02-14T15:02:55.749979,Administração,GRADUATED,3.3,82,25
305ff9a5-a567-4082-ab29-37415ba7e652,2026-03-03T00:21:38.901556,Engenharia de Software,SUSPENDED,9.4,51,100
eaf5e810-bf84-4003-8dc9-8bd61e31126c,2026-03-16T03:59:24.112919,Ciência de Dados,ACTIVE,2.7,95,0
65805c04-49de-42ac-982f-822be6f2e664,2026-02-26T16:06:21.858245,Ciência de Dados,GRADUATED,2.7,70,0
8947268e-c526-4a70-a198-940149b7263e,2026-03-12T06:43:23.184505,Administração,DROPPED,0.2,67,100
652bab27-e820-4e91-9f5e-f9145a0c7e0d,2026-03-02T14:29:42.947276,Direito,ACTIVE,2.6,70,50
ea185715-e2a8-4b7c-85ea-93a6fc9082f7,2026-01-04T18:33:07.647048,Ciência de Dados,DROPPED,2.8,70,0
eb83169f-c66b-480c-89d9-a4c8e64f8620,2026-02-22T13:22:44.228602,Ciência de Dados,ACTIVE,7.0,74,100
22ef0922-02a8-4059-85da-1178c236f57c,2026-01-07T02:34:48.532549,Direito,SUSPENDED,6.2,90,25
836c69eb-39f4-462d-b539-03a216f8ab79,2026-03-23T06:25:52.319032,Engenharia de Software,GRADUATED,9.8,56,0
9abbb1ab-979f-425a-9022-f13c73d7bca1,2026-02-12T02:15:43.595160,Direito,ACTIVE,6.5,91,25
7e9538c4-ca76-46ef-867e-e09a9fe00ee9,2026-03-16T22:32:48.496367,Engenharia de Software,SUSPENDED,4.5,61,0
a8fd1504-ff60-4998-b9c0-c90dc67cc80c,2026-01-14T16:29:19.105710,Engenharia de Software,SUSPENDED,5.2,87,0
a49a4eb9-953d-4a5b-a770-8e36b6a431c5,2026-02-14T13:31:36.129891,Administração,GRADUATED,1.9,56,100
0265a92f-7235-4802-a9f8-88a28a9356fc,2026-01-19T05:43:12.334927,Ciência de Dados,DROPPED,5.1,89,100
ce2b36bc-39e6-4c2b-a985-9c4f275b886f,2026-01-22T01:55:19.029868,Ciência de Dados,SUSPENDED,1.3,98,50
bd132c07-188b-4099-809f-dcbf40350cc0,2026-03-01T02:27:43.191410,Ciência de Dados,SUSPENDED,0.2,82,25
00c8dba3-7963-4d41-8408-7d91670603e2,2026-03-25T02:20:43.769145,Engenharia de Software,SUSPENDED,8.2,90,100
b8daa70b-adab-4660-82a4-383b91a3271e,2026-02-24T18:51:27.127419,Administração,GRADUATED,6.3,61,50
04d3f449-4fc5-4caf-8307-7977af8b91b4,2026-01-06T11:28:47.067368,Direito,ACTIVE,9.9,76,0
37c48a2f-9cc2-43fe-86f8-938d2fd0a222,2026-01-22T16:31:22.490622,Ciência de Dados,DROPPED,0.5,50,25
686fc055-c667-44ac-b1b2-107d52ab66b4,2026-03-22T09:30:28.622517,Engenharia de Software,SUSPENDED,6.8,53,25
4b349585-dc99-403f-8789-ae90a17a94c0,2026-03-22T10:45:35.976188,Ciência de Dados,DROPPED,7.3,89,0
985ec197-25cd-44b2-9c88-5fc0b55951cc,2026-02-04T12:42:24.770914,Administração,DROPPED,4.9,79,100
68239e5f-6901-4fa0-96c6-a5159d000878,2026-03-29T21:17:03.679484,Engenharia de Software,DROPPED,2.6,97,50
efc45ba9-47a0-462e-a97f-5579c55c0d9f,2026-02-14T22:01:47.937632,Administração,SUSPENDED,5.9,63,100
34ea9ded-1cda-4f03-948b-1e7e197811ef,2026-02-12T02:17:20.241235,Direito,SUSPENDED,6.9,66,25
1f8a3ef6-b1cd-4ec5-bb60-1d20c97e50a7,2026-01-23T02:07:17.242089,Administração,DROPPED,1.8,59,100
68bfd1f0-e1c4-405f-85c8-b0f27ccff811,2026-02-09T08:47:49.974451,Administração,DROPPED,7.1,59,100
23840702-d90a-4084-a4e1-9f4ebb175b06,2026-02-09T16:06:48.914708,Engenharia de Software,SUSPENDED,7.2,93,25
36bf2525-2595-40b6-b447-3996852b021f,2026-03-16T16:21:55.870476,Direito,GRADUATED,4.5,72,50
c1717b2a-8492-404a-bc25-32fd1f6e3024,2026-01-19T10:50:43.476562,Ciência de Dados,GRADUATED,2.0,80,0
7c570788-231f-4a52-85c2-efa57b147398,2026-03-02T22:45:12.547041,Administração,DROPPED,1.8,88,100
8e3bec07-6731-4157-a9de-bf2811aa3900,2026-03-09T13:10:23.786716,Engenharia de Software,ACTIVE,5.3,91,0
d835b29c-4bd2-4ed6-9986-7efdd3c973c6,2026-03-20T02:13:57.438616,Engenharia de Software,ACTIVE,5.7,71,100
66e661d9-e285-4e3c-9eb2-ea90c87ca535,2026-03-27T01:37:45.885176,Direito,SUSPENDED,5.0,66,0
17849ba8-0668-4815-8fdc-6ec0fa5402ef,2026-02-22T21:50:57.316880,Ciência de Dados,GRADUATED,9.7,57,0
0496a5cb-d2e2-4b2d-a3c6-71e58dd7d676,2026-03-05T05:00:21.649435,Direito,ACTIVE,5.2,60,25
5a20b195-2e1f-4b54-9425-58cdb95fd1f9,2026-03-06T17:49:52.176229,Administração,ACTIVE,9.9,64,50
671f99db-5d84-454d-beda-fa1822498f08,2026-01-20T09:07:19.198974,Ciência de Dados,GRADUATED,4.8,91,0
7ee7dba0-6588-42db-9601-f17d7b504a95,2026-01-07T02:50:08.965948,Engenharia de Software,ACTIVE,3.4,74,25
31399c9a-4393-422e-a2b9-4e862af52fbe,2026-03-25T09:14:42.023242,Administração,SUSPENDED,2.7,98,100
a37b855a-5be9-4919-9081-4f26b6cc217e,2026-02-22T13:27:14.521099,Administração,ACTIVE,7.0,87,25
3fd40824-9e4e-4434-a6e1-4b1c042117c7,2026-01-14T04:28:17.488800,Direito,DROPPED,1.0,88,0
c0250595-2b38-4493-8bba-f627520e89a3,2026-01-15T07:39:30.579497,Ciência de Dados,SUSPENDED,1.7,71,25
0ba4c16d-c48c-4b98-b48a-51edb5c7fb55,2026-02-02T23:31:09.694873,Administração,DROPPED,3.1,61,0
1044f96b-ec1c-4862-b924-19174aa9f0c3,2026-02-14T20:03:25.844604,Administração,ACTIVE,9.3,60,25
77eeafb8-1611-475b-a296-5b9c1eb9d154,2026-01-18T20:42:34.979337,Engenharia de Software,GRADUATED,1.1,51,0
47eba042-864d-49b7-b2b7-fa962427a4d8,2026-03-19T23:18:12.807185,Administração,GRADUATED,2.0,58,100
6fa37e5b-0aba-42e2-ac1f-bcfbfe250c64,2026-01-24T06:38:49.591717,Engenharia de Software,ACTIVE,9.2,57,100
3f514d65-44d4-48ec-9f86-4a1a21579eea,2026-03-30T13:54:51.870000,Ciência de Dados,DROPPED,3.7,72,50
a8dff4af-17a4-4fa7-8694-eb55efdb7eb7,2026-02-15T14:20:02.638561,Administração,SUSPENDED,0.2,52,0
b971cd03-2606-4823-a908-56b415279b24,2026-01-24T20:24:03.350392,Administração,SUSPENDED,1.0,98,100
d4290144-c6ac-478c-8163-8dd01e4cfc6b,2026-02-01T09:12:15.136188,Engenharia de Software,ACTIVE,6.6,68,50
0804631c-3140-4e46-90a9-ca3562ab85a7,2026-02-15T01:59:33.356712,Direito,DROPPED,2.3,64,50
534abf34-8e78-48df-9328-6ec1d6ef52c9,2026-02-06T17:18:45.039848,Administração,DROPPED,3.3,54,25
b0ad2e43-df64-404f-9a0a-f184650d4e9a,2026-02-21T23:03:57.754445,Ciência de Dados,GRADUATED,6.9,98,100
d4fae135-6f16-4533-9678-72fcccebf674,2026-03-05T14:22:43.973312,Ciência de Dados,DROPPED,1.5,56,0
0282c80b-9399-47bc-8399-530a65a4efdf,2026-02-21T04:18:08.288715,Engenharia de Software,SUSPENDED,1.4,81,50
0e058ca2-d441-4f38-91d3-c09554197bc5,2026-01-10T06:13:00.045605,Direito,ACTIVE,2.7,55,0
c464dce4-1dc0-4528-8c12-e5057fc160cd,2026-01-05T05:33:42.504647,Administração,SUSPENDED,5.6,69,50
6eecfca4-6961-4191-8229-c9af863f6697,2026-01-27T23:30:26.692511,Engenharia de Software,SUSPENDED,1.9,61,100
ff4eb064-48d9-4bd2-9e6e-293082b0d17d,2026-02-27T03:58:50.150198,Direito,ACTIVE,0.5,64,100
88996805-0348-4c1e-b79a-a79d7d560d7b,2026-01-04T11:08:54.651857,Ciência de Dados,GRADUATED,2.8,97,25
bcde3436-5a0d-43d0-9697-2a62630eb0bc,2026-02-10T09:55:59.557110,Ciência de Dados,DROPPED,7.2,74,25
edd0912c-832e-4a7f-9012-5dffbb561756,2026-02-05T06:44:35.590545,Ciência de Dados,DROPPED,1.2,89,100
d6eec59a-1524-4d56-ba7f-48df3a8158fd,2026-01-23T02:40:19.772050,Administração,DROPPED,3.1,72,50
462dae41-0bbd-4674-90f7-8d9c692ffb15,2026-03-26T08:09:43.962323,Engenharia de Software,DROPPED,5.0,88,0
7ec6333b-84aa-4aa4-82c8-1bf535eb6ea8,2026-01-02T09:29:33.329827,Direito,SUSPENDED,7.7,71,0
dfdce9ba-7bd3-4cde-a05c-a936997aa2b9,2026-03-28T23:48:47.466435,Ciência de Dados,DROPPED,6.3,80,0
bff8defc-20e7-4a41-9a11-1ad4537a4838,2026-01-02T13:38:31.291201,Administração,GRADUATED,1.1,64,0
107d53b3-f03c-4106-8727-5db17ced5c1f,2026-02-16T20:51:55.807799,Engenharia de Software,ACTIVE,5.7,77,50
6b85850f-f9a1-4a11-a71b-60a2286296c4,2026-02-27T17:24:22.240376,Engenharia de Software,ACTIVE,5.1,71,100
d9c8bd0d-30eb-433a-b03b-7d60dde0a0df,2026-02-16T12:41:32.283164,Direito,SUSPENDED,0.9,99,50
4fae274e-a8e5-4d76-82d8-94422d426b0a,2026-01-09T14:40:14.103356,Ciência de Dados,ACTIVE,5.0,64,50
3ddb955b-e1f1-48a1-aac9-dc5874f78d0c,2026-01-22T08:48:39.216476,Administração,SUSPENDED,4.2,56,50
56961d1b-8e6e-43f8-b5bc-9360130d75d5,2026-03-26T05:11:22.395445,Engenharia de Software,GRADUATED,9.0,89,25
02428212-0075-43e8-b173-19f05af5455f,2026-03-20T05:56:27.414710,Administração,GRADUATED,8.9,62,25
bd313588-59cf-47c2-8688-9de400667e3d,2026-02-11T10:57:58.409060,Administração,SUSPENDED,1.0,67,25
a234d639-4207-4ff8-a8b0-3daba70352f0,2026-03-25T19:06:17.574150,Direito,ACTIVE,3.5,52,50
382b1ffc-45be-4951-bf19-27f1cdd0c90e,2026-02-01T01:01:34.332548,Administração,SUSPENDED,6.7,97,100
78501205-ae44-45bf-a2e3-8e015eab823a,2026-02-09T16:01:21.619934,Engenharia de Software,DROPPED,4.3,69,50
cd5da019-da6a-48d1-a48e-ca8c8a9d2318,2026-01-30T20:47:25.796533,Ciência de Dados,GRADUATED,0.6,82,0
55a523b8-758d-48c9-9c78-319baacc6c4b,2026-01-01T22:31:22.585864,Ciência de Dados,DROPPED,8.0,52,100
445d383f-ac12-4eac-9377-ec6ac68d0e7a,2026-03-06T01:48:51.176615,Engenharia de Software,DROPPED,2.3,55,50
bf4f1bbc-b739-4296-a227-211831cb28e6,2026-03-15T13:06:31.154913,Administração,SUSPENDED,2.4,99,100
422780fb-8cf6-4325-8e91-70c964f4b10d,2026-01-17T05:14:37.420040,Direito,SUSPENDED,5.0,86,0
809f6e65-ecc5-405b-8218-e5fb2a40538e,2026-01-13T09:10:46.523406,Administração,DROPPED,8.9,79,50
d023e58c-554d-43d6-89e0-70427b3ef6cd,2026-01-09T10:26:22.466231,Direito,GRADUATED,4.9,52,50
e4eb8ad6-0e48-4b27-a02b-ca7747a7fcd5,2026-02-22T01:51:41.279497,Ciência de Dados,ACTIVE,0.3,67,50
12e0f205-8d97-4f09-9c71-bdfd7b7c2ad9,2026-01-30T03:33:52.596275,Direito,GRADUATED,3.5,69,50
b0a07fc8-1780-4181-91cd-469d168a2dcb,2026-01-14T00:33:57.827564,Ciência de Dados,GRADUATED,5.6,78,25
f106d33c-0986-488e-98c5-17ca4eac4d66,2026-03-15T22:45:08.890908,Engenharia de Software,GRADUATED,4.3,70,0
76fbd255-d4ca-4c25-9d92-0ef53f0d7e94,2026-03-27T13:18:20.040894,Ciência de Dados,DROPPED,0.8,80,100
30467a8b-50da-47b9-bb5b-d51e58f207cd,2026-03-21T17:35:43.938109,Ciência de Dados,SUSPENDED,7.8,89,25
988ff704-ad95-4888-839f-279efd021bd2,2026-03-07T22:46:34.123405,Engenharia de Software,DROPPED,0.3,85,50
faedff66-629e-4cf9-a731-8457dd02a33a,2026-01-08T02:39:56.287774,Ciência de Dados,SUSPENDED,4.3,87,100
29e10b4b-9641-435c-a402-d6e0a11e6d0c,2026-02-23T12:07:45.194102,Direito,DROPPED,0.0,76,100
b008084c-bce7-48ad-935a-bdc46f3907c8,2026-03-25T02:03:43.828486,Direito,GRADUATED,8.2,85,0
da7ad6b7-2444-437b-bf67-883728649466,2026-03-23T05:22:20.309692,Engenharia de Software,GRADUATED,4.6,91,50
0d4994f3-9d7d-4f16-9a0d-625b5903bcce,2026-03-21T03:24:18.578176,Ciência de Dados,GRADUATED,4.1,56,50
fff8ff5d-4222-4daa-8e40-f18965b7fe4a,2026-02-26T14:58:09.824324,Direito,DROPPED,4.0,67,100
25e73a9c-80d3-4f50-baae-bb33852732a9,2026-03-18T18:59:52.813724,Engenharia de Software,ACTIVE,3.8,88,100
4c8e91f6-ec34-4028-87d0-fa1b23d1221c,2026-03-22T16:16:55.862536,Ciência de Dados,DROPPED,1.0,81,0
36315878-508a-42a0-bf05-e9b4eb00b7ea,2026-02-05T21:59:49.112081,Ciência de Dados,SUSPENDED,5.8,87,25
3f875a01-9c32-487a-a3e4-29c5b7ab02e7,2026-01-05T07:22:32.367652,Administração,SUSPENDED,9.3,52,25
3d6bcb3e-42b2-4c37-afad-26faa0ef0bd9,2026-03-23T09:36:59.832369,Administração,ACTIVE,5.3,67,25
70685db8-87bd-4a3a-a0d7-fd05b5276eb3,2026-01-13T05:46:54.800521,Administração,ACTIVE,9.7,81,100
f6767f64-dd4a-44ae-89be-0b0e5f2ac91d,2026-03-03T16:57:53.162182,Direito,GRADUATED,6.9,63,100
23337670-2fb3-461c-9fd2-b7998a07b8d3,2026-02-17T01:28:47.821528,Direito,SUSPENDED,2.9,58,50
bc50ae63-6a50-40b6-89a7-5b7987d04e41,2026-01-09T16:41:49.953264,Direito,GRADUATED,6.5,56,0
e675a7cb-0a25-476c-8f4e-18cc192f6e0e,2026-02-16T06:31:58.485541,Administração,DROPPED,3.1,91,25
c700c341-3914-46a1-8419-1973fb112618,2026-02-04T04:47:53.630643,Ciência de Dados,GRADUATED,4.1,88,0
afc25410-639b-4d63-adf8-96f3ea29fe35,2026-01-26T03:05:59.164696,Engenharia de Software,GRADUATED,4.7,53,25
160210bc-8cc9-4257-8421-eab193d622bd,2026-02-06T14:20:14.980664,Administração,ACTIVE,8.6,64,100
eb04f201-2c6e-4b5d-9b87-31134c8a6819,2026-03-01T16:29:24.920140,Engenharia de Software,GRADUATED,2.8,58,0
979ef0e1-e7bd-4cac-b852-6006be700d70,2026-01-31T03:57:06.949678,Engenharia de Software,SUSPENDED,2.4,90,25
5937efd4-172b-46b6-a197-9c1ca4242233,2026-01-30T14:43:06.115215,Direito,SUSPENDED,7.3,80,100
993603d4-1f6f-4206-9d7c-85c24e175c65,2026-01-30T05:07:15.361084,Direito,GRADUATED,5.6,85,0
c3bd58da-10dc-4b2f-997a-db042ef62eb8,2026-03-15T04:53:54.645215,Direito,GRADUATED,5.2,92,0
5dfa18c6-ec8f-4515-8820-7c0f004b01f4,2026-01-15T23:57:20.103212,Engenharia de Software,DROPPED,1.7,99,100
e91fd036-7e37-4e00-ada0-5dd1144eaa17,2026-02-10T15:34:17.505269,Engenharia de Software,DROPPED,7.8,100,0
ae8f5df3-7144-4ab0-b7e9-1c2822f3e0dd,2026-03-29T14:27:44.944713,Administração,GRADUATED,8.4,59,50
c89377f0-efd9-4f0a-b568-6521c150774a,2026-02-26T08:21:41.547314,Ciência de Dados,SUSPENDED,1.7,61,50
f94a7679-23d9-4753-b88c-d5cf8df52356,2026-02-20T15:40:31.421962,Engenharia de Software,GRADUATED,1.6,71,0
0c4ad574-7a89-48fd-a9ff-0e018ea0aeb1,2026-03-26T00:19:59.912236,Administração,SUSPENDED,7.6,53,0
e97d8d9d-9458-44b4-a156-4022d08bc3cb,2026-01-16T18:04:16.483459,Ciência de Dados,GRADUATED,1.2,97,0
2356c708-712f-4fe2-b681-8f64b7318511,2026-02-08T10:55:32.060670,Engenharia de Software,DROPPED,5.7,86,50
