student_id,timestamp,course_name,enrollment_status,grade_point_average,attendance_rate,scholarship_percent
2df97b6d-2d25-4293-b272-ac7b0639dd45,2026-03-04T15:51:01.484858,Ciência de Dados,SUSPENDED,1.0,96,0
b03fe743-f2ac-40f1-8181-d9f1250992dc,2026-02-04T23:58:54.595157,Engenharia de Software,ACTIVE,4.9,63,100
80256de5-6ba2-49c1-a91b-c632d59556fd,2026-02-25T00:11:08.430622,Administração,GRADUATED,0.8,70,50
d85326ec-47c1-4203-aef4-69a8df094bc3,2026-03-23T15:45:51.844144,Administração,ACTIVE,2.2,90,50
742c2ea9-9532-4a49-b949-57edff0684d9,2026-03-07T07:25:10.160671,Engenharia de Software,ACTIVE,1.8,50,50
e541097d-a143-4670-8008-bd55934d4106,2026-01-16T05:15:16.594184,Engenharia de Software,ACTIVE,8.9,96,50
f9ced1a3-1911-42c1-8c4c-1040d0585542,2026-02-27T05:00:06.310942,Engenharia de Software,GRADUATED,8.3,69,0
694e172f-f4a1-4175-aa2d-5ac8037c8382,2026-03-02T10:21:53.040101,Ciência de Dados,ACTIVE,8.9,85,50
efa8cf78-9c10-41be-a873-4b8d9411e8b0,2026-01-31T21:11:35.341908,Ciência de Dados,SUSPENDED,3.5,67,25
50bffbfa-d30c-4bfd-8d64-b09dd9e64032,2026-02-18T06:02:14.567382,Direito,SUSPENDED,3.7,60,50
c6a203a8-18d3-4c09-bc4e-e754c115fcf4,2026-01-07T09:13:49.567909,Engenharia de Software,ACTIVE,0.9,67,50
f396d1d5-793a-485f-8579-6a63fefeb999,2026-01-30T09:12:45.726732,Administração,ACTIVE,8.1,98,25
82906c67-c3ab-41a4-9dcf-5bd26e4015cc,2026-01-08T14:21:33.371765,Engenharia de Software,ACTIVE,3.8,61,25
6188f071-2855-467f-9074-a803ad3bd49c,2026-01-23T16:10:00.022566,Administração,ACTIVE,4.6,58,50
260950c6-927d-4ba4-bd45-6f7fb0637d95,2026-02-25T07:21:48.210948,Engenharia de Software,GRADUATED,9.5,71,25
9025463d-9ca8-41f6-b095-171c2dc6dd87,2026-03-25T23:09:08.018669,Direito,SUSPENDED,1.3,62,100
060cc430-2d5e-4f20-bdc7-637a0d8350d3,2026-03-22T22:06:42.051574,Ciência de Dados,SUSPENDED,3.4,60,100
29de2ffa-1129-4e3d-b54d-a91d373ae4d0,2026-02-08T20:14:44.748004,Administração,SUSPENDED,7.3,81,50
397d26da-b14f-4509-8a15-57b782391bf0,2026-03-13T22:33:38.271817,Ciência de Dados,GRADUATED,2.2,100,0
c0b6cad8-846d-4a2c-96cb-7f199560dc96,2026-03-18T05:31:27.051157,Direito,GRADUATED,4.8,73,100
bb437332-1c34-4bc1-bca9-b067dfdd9f0b,2026-03-01T02:49:46.755569,Administração,GRADUATED,9.8,82,0
e0f11f18-34ee-455a-88af-db83508a2958,2026-03-07T18:18:50.540905,Engenharia de Software,ACTIVE,3.2,92,25
a9ec3e88-ef34-4b8c-bf46-ef42208955c0,2026-02-08T15:15:38.869632,Engenharia de Software,DROPPED,10.0,92,25
36a3d196-9d49-4058-ba70-638ea93801ab,2026-03-06T03:47:28.544694,Direito,DROPPED,4.3,59,100
26fe791c-f64b-4541-b90b-5d9efecbcdfa,2026-02-19T09:57:21.687515,Administração,GRADUATED,5.3,59,0
4daa9b47-fe36-4ecd-af6e-8a5ed7c9227e,2026-03-04T20:38:58.075557,Administração,GRADUATED,7.8,52,50
3474f483-daab-4d93-af93-5738bf115d6f,2026-02-28T21:03:29.920870,Administração,DROPPED,2.4,55,25
f0ec549d-0a4f-43b1-9415-e3299aa709a5,2026-01-28T04:26:19.592232,Direito,DROPPED,10.0,100,100
60101e99-9cb7-455d-a3f3-b3023f63d9fc,2026-01-17T09:21:25.715909,Administração,SUSPENDED,8.3,73,50
0354d1a4-b51b-4119-bb76-71674a56fc2b,2026-03-12T16:30:08.144174,Engenharia de Software,SUSPENDED,4.5,55,25
e1ecfe30-eac8-43a4-8b5a-b847dcb65003,2026-03-20T13:36:37.173366,Engenharia de Software,ACTIVE,10.0,59,25
bd3479d8-567b-4144-9bba-f81184bf8474,2026-02-23T11:24:48.788832,Engenharia de Software,GRADUATED,6.3,98,25
376ed45f-1352-4f17-b05f-eaf16fccc98f,2026-03-20T22:30:44.358125,Direito,SUSPENDED,8.4,70,0
1d87a86c-a0b1-49ee-80d2-5615ad779a65,2026-02-21T17:26:38.017449,Administração,GRADUATED,5.8,57,25
1c957c2b-3e89-4b3b-b599-6bf0636618e8,2026-03-23T13:16:39.797243,Engenharia de Software,ACTIVE,9.8,91,25
7593cc00-ed41-4a5c-89fe-10d8e6ceca89,2026-01-29T20:21:16.539096,Direito,ACTIVE,9.1,82,25
1a7ebb77-77ed-4ebf-8d7a-438618a1111d,2026-03-26T08:58:37.336655,Ciência de Dados,SUSPENDED,0.9,56,25
af06b03e-4ef0-4021-b6a0-fd08e80ed6bf,2026-02-03T23:25:07.005556,Engenharia de Software,GRADUATED,6.0,73,0
af2500d3-9a7c-4099-bf75-5c41d6e6f5be,2026-02-22T12:24:20.764086,Direito,ACTIVE,3.5,89,50
c94e27dd-0305-441e-bb41-6e2c5def11e3,2026-03-24T23:23:46.305799,Ciência de Dados,GRADUATED,10.0,53,25
b683dc0a-4e73-415e-99fb-717afd53f7a5,2026-01-08T13:14:26.134660,Engenharia de Software,ACTIVE,0.4,94,50
3d7e9e2c-d87b-4add-964d-11f7ede2c7ca,2026-03-01T07:26:59.437267,Direito,DROPPED,6.2,54,50
bd1f2846-3220-4bba-8ccb-75ddb433967c,2026-02-28T08:04:13.901916,Direito,SUSPENDED,8.0,86,100
6d48580f-ff65-4c1a-a14f-f7414183d46b,2026-01-11T16:43:34.801353,Ciência de Dados,ACTIVE,7.3,86,100
0a320978-77d0-4a88-9b54-859034796920,2026-02-09T17:39:45.448413,Direito,GRADUATED,1.2,54,0
185eb28b-325d-4c52-9634-3ab8405e52fa,2026-03-21T20:54:16.912453,Engenharia de Software,GRADUATED,6.1,51,0
3f460e92-80e5-4b3f-8092-7fc2cdbbf46a,2026-03-25T23:49:39.894424,Administração,GRADUATED,1.5,79,25
7e4d5107-3821-4ea0-b653-d991572c8ddd,2026-01-26T06:10:00.183455,Direito,GRADUATED,0.3,70,100
afc15b74-d3ed-4568-a67c-af3338e8abd0,2026-03-28T08:42:10.605402,Direito,GRADUATED,6.9,54,0
4f7d4168-5997-42ae-9a5c-41becd8d54c0,2026-01-26T01:28:22.535491,Ciência de Dados,GRADUATED,1.8,69,100
bc53a9f9-7d66-4c5c-83e3-d4e2f56e783d,2026-01-17T04:27:15.755818,Administração,GRADUATED,3.6,58,0
91895856-2ffa-457d-9bd1-b37991b372d8,2026-02-25T01:46:19.051506,Administração,ACTIVE,7.6,80,25
ff58601c-e8ff-4353-91bc-0e692a96d5e3,2026-03-02T19:40:23.953528,Administração,GRADUATED,6.4,94,100
3e02829d-0188-4253-b488-5c6eb0123c7d,2026-03-27T16:24:49.286085,Engenharia de Software,ACTIVE,7.4,73,100
5231920d-dd77-4992-bd58-c34c51648812,2026-02-11T06:34:59.199010,Administração,ACTIVE,3.9,58,100
629a5e30-2803-43ea-b834-2a478f8e9b91,2026-01-07T13:31:24.552982,Direito,DROPPED,8.1,69,25
eb170ae8-7f35-40ce-a4db-8a14a7c57438,2026-02-16T21:14:08.056938,Administração,DROPPED,6.2,81,0
328601c3-ef87-478e-826c-5bd0593b7baa,2026-02-13T00:11:49.214309,Engenharia de Software,DROPPED,5.2,94,25
b0a06964-7e5c-4cec-a513-ab92f68afa44,2026-02-03T05:53:20.169003,Direito,GRADUATED,8.6,98,100
64cc7164-8ae9-4c01-9d35-35800d126e00,2026-01-26T01:43:21.803553,Direito,GRADUATED,8.8,74,100
83aa9c02-18e5-4d07-a189-c2b8fc6a2200,2026-03-17T05:02:04.661234,Direito,GRADUATED,9.3,82,50
86c7dae3-2916-429a-9c5a-e71ac578c1aa,2026-02-05T09:07:36.549157,Engenharia de Software,ACTIVE,8.1,82,25
b711719a-d937-4792-bca5-6c024f29f605,2026-01-14T15:30:12.327387,Administração,GRADUATED,2.7,83,50
1a2e6adc-ce4a-4358-88c9-67db2c4ddb33,2026-03-29T21:10:05.539743,Engenharia de Software,GRADUATED,4.1,69,50
bf87474b-01a1-4210-8af4-1023f6281ffb,2026-02-01T16:39:22.192402,Direito,GRADUATED,8.3,70,100
9d8085ea-8535-4fb1-a9ad-394d6deb0a70,2026-03-07T19:32:07.827731,Ciência de Dados,DROPPED,3.2,72,0
8b42ecfa-6c59-410c-b411-8f09ca013a55,2026-01-12T21:54:40.957623,Ciência de Dados,DROPPED,7.2,97,50
e88b3f4f-f063-4493-8566-c91881fad1df,2026-02-01T15:18:21.197291,Administração,ACTIVE,1.7,59,50
34747fee-bff6-4ce3-8c23-c153fcbb5edf,2026-02-20T02:34:26.799738,Direito,SUSPENDED,2.3,65,0
4e82f0af-ceae-4048-bd2e-9ccdd6e2aeb0,2026-01-01T20:07:02.269356,Engenharia de Software,SUSPENDED,5.8,72,50
e299eb59-7841-42ed-9fcf-9935e7b2650d,2026-03-11T01:31:34.687320,Ciência de Dados,GRADUATED,0.5,57,25
7bc98f9e-a41d-4811-aaac-6952b30d1400,2026-02-15T08:51:49.449414,Administração,SUSPENDED,2.4,90,0
8aec3a4d-1717-4a12-a419-87077ae4ea7d,2026-01-01T04:48:31.044113,Ciência de Dados,GRADUATED,8.6,97,100
3e100600-4f10-44f7-9586-646b61363c4e,2026-02-11T21:21:11.711095,Engenharia de Software,GRADUATED,9.9,62,0
e957fcbb-0f3d-4175-a660-19c778f4de40,2026-01-05T15:48:25.838367,Engenharia de Software,ACTIVE,4.6,56,100
453456e4-30c1-46a8-b16f-ac87ae8a0038,2026-03-26T04:13:39.244210,Engenharia de Software,GRADUATED,4.5,56,25
02f94ca2-60dd-4805-aecc-dbd9757c4899,2026-03-10T14:23:06.903795,Direito,DROPPED,2.2,70,50
75f6871d-2089-45fe-ad70-6da4f0b6ce50,2026-03-05T07:59:31.469084,Ciência de Dados,DROPPED,8.9,67,100
92f7739d-abd8-4aba-b23c-6d4e9df0e69d,2026-01-03T01:16:19.312881,Engenharia de Software,GRADUATED,4.3,96,0
b0ecdf1d-971f-45dc-8627-1d6dc3fb6fe8,2026-01-01T04:00:35.185308,Engenharia de Software,GRADUATED,4.1,77,50
2720a11e-6cd8-4f14-a750-1d6ad3a54e1b,2026-01-01T12:51:53.704299,Direito,DROPPED,1.2,73,25
0ced3646-3131-4bec-b9ec-a54424a8661a,2026-02-18T06:23:05.936514,Administração,SUSPENDED,3.9,62,25
9c64d070-c5f3-4095-9aa4-6c2bcd4ebf4d,2026-03-13T22:53:00.063706,Administração,DROPPED,8.8,92,50
1da0f14d-2572-4581-901a-74e4bd34dc69,2026-01-09T11:10:54.648404,Administração,DROPPED,1.7,76,50
3df38c61-81a4-4b41-8d54-3689878e219d,2026-03-09T05:38:48.169468,Engenharia de Software,ACTIVE,2.3,53,0
e9457888-d5da-4f05-b0ab-878d97842da1,2026-01-19T12:38:10.377002,Engenharia de Software,DROPPED,1.6,53,100
502fbf8f-8f8a-4a53-a3fa-1fabac21831a,2026-02-13T06:11:46.392418,Engenharia de Software,GRADUATED,6.1,64,25
e7cf4c18-89da-4482-af64-2003a98d0a03,2026-03-11T01:52:41.338988,Ciência de Dados,GRADUATED,9.3,56,0
d5694288-092a-412b-93e3-55c0d495fb84,2026-03-11T09:10:08.886166,Ciência de Dados,GRADUATED,0.9,93,25
68ef7432-75f8-4417-b6f0-f0290382464d,2026-01-02T08:33:35.810937,Ciência de Dados,ACTIVE,7.0,98,0
0614c990-d8b6-4a9c-9f94-c875ba0a8a9c,2026-01-28T18:54:17.430837,Engenharia de Software,ACTIVE,4.0,58,25
d1702f7b-3c05-4835-806b-ff8729ce011f,2026-03-20T02:12:24.132478,Direito,DROPPED,0.3,78,50
8a5657e2-1f07-4dcd-baf0-9d29075bee2a,2026-03-28T14:38:24.595242,Administração,SUSPENDED,7.4,64,0
15b43829-3aeb-42a6-b0be-95ac2401fd4d,2026-02-16T14:54:35.309911,Administração,SUSPENDED,2.6,55,25
87285e8f-04e2-4a27-9131-c2a26820d338,2026-03-27T18:32:25.953200,Administração,ACTIVE,7.3,63,100
aa313913-0ac4-498c-9880-55a50cfb0761,2026-02-03T05:36:37.172654,Administração,SUSPENDED,8.2,88,0
084ffdb5-7596-4324-8a1f-915d2625d4f3,2026-03-22T13:59:50.886539,Engenharia de Software,SUSPENDED,5.6,62,0
8cac596e-a5f5-4336-96a5-92eb82aff3e6,2026-02-07T19:08:01.083629,Ciência de Dados,GRADUATED,4.7,96,25
a4129d3a-78c3-46ea-919f-12ee4ac049dd,2026-02-11T00:26:51.249926,Engenharia de Software,ACTIVE,2.8,99,100
7d2e0644-7a0d-4fa8-b0e7-bbd489116893,2026-03-10T09:53:19.017328,Direito,DROPPED,4.0,72,0
64bd124b-8bba-4a23-8fa0-44df48e2cf8d,2026-02-16T03:38:26.334634,Administração,SUSPENDED,9.5,98,25
f8109678-13cb-48e1-9d1e-d37e86b3755f,2026-03-15T14:45:46.395235,Direito,SUSPENDED,8.5,92,25
c0aa0629-61aa-4c55-802a-4ebd2586ae95,2026-01-29T09:05:22.097529,Administração,GRADUATED,5.2,50,25
25f92ef6-a55a-47e3-b76d-a5ba756b076f,2026-01-30T01:13:47.315010,Direito,ACTIVE,9.5,90,25
3ff7f280-b27c-4b4f-99a3-339c6f7382d5,2026-03-24T02:51:12.998993,Ciência de Dados,SUSPENDED,0.9,51,0
3df54ce1-7001-4186-865d-d4861a685ef8,2026-01-16T16:53:44.930625,Administração,ACTIVE,8.9,95,50
4ccd1e5f-7bbe-4576-94f3-7a30a189e7ab,2026-02-12T03:50:51.214269,Ciência de Dados,GRADUATED,6.8,97,25
f6d26712-f754-4a1a-b5fd-11451638db3d,2026-02-01T20:48:42.018951,Engenharia de Software,SUSPENDED,7.8,98,50
b885a970-ea1a-4aca-b197-96c657f48b13,2026-01-24T00:25:11.519584,Administração,SUSPENDED,2.5,86,0
b6530a2f-521a-44cd-be53-27eb2bf102fc,2026-01-16T00:43:20.755795,Administração,SUSPENDED,6.8,51,50
e46368e2-e001-479a-a1bf-4fa82cda27df,2026-01-27T14:22:33.751933,Direito,DROPPED,0.1,92,25
b226981e-6a2b-436d-bcef-5473a1c43b53,2026-03-05T13:59:09.086366,Administração,DROPPED,7.5,74,25
404a935c-a042-43f9-ad5f-ac908623273c,2026-02-28T09:21:19.205853,Engenharia de Software,SUSPENDED,5.8,71,0
9ce908c1-a6e1-412b-a974-9230359443a1,2026-02-11T09:57:42.479386,Administração,SUSPENDED,3.5,90,50
f329e291-2676-42e1-b0e9-b0ca281e87ca,2026-02-15T08:51:30.037684,Administração,SUSPENDED,3.3,56,50
d64ed96c-7ea4-4fde-9305-facdd76b10aa,2026-03-26T07:37:10.194463,Ciência de Dados,DROPPED,9.0,81,0
15f4f5c1-2fdc-409d-a0cd-b553ccca7e6f,2026-03-15T12:09:37.883956,Administração,DROPPED,7.8,89,25
5f26cf49-33a5-434a-84c7-5dba35af7029,2026-03-05T06:10:17.985042,Direito,SUSPENDED,6.5,54,50
37bbe517-bb5d-40fd-9490-6025107ca547,2026-02-16T16:35:55.386289,Administração,ACTIVE,2.2,78,50
dae1c388-f935-4ce0-a519-8ab4bc9c968f,2026-01-25T15:48:31.072722,Direito,SUSPENDED,4.4,53,0
c763d104-efc0-433a-9640-4618cd8b13ba,2026-01-18T11:03:57.601948,Direito,ACTIVE,4.0,69,25
88f08e52-d06a-4473-8b6f-0bdcc0ebb3a9,2026-02-06T23:33:28.465812,Engenharia de Software,SUSPENDED,4.2,89,100
03eb0594-2722-49db-87a7-230af68abdac,2026-02-12T23:50:51.168579,Direito,GRADUATED,3.7,56,25
f29f3854-0daa-4898-8db6-2bcb238f5a43,2026-01-20T18:35:34.267739,Ciência de Dados,ACTIVE,5.1,60,100
153471b2-ea6c-40af-9415-8b5616f7bae5,2026-03-11T22:47:54.804677,Administração,GRADUATED,0.8,50,100
a74e4fd9-42ee-4cfa-b738-a117a188fb1f,2026-02-26T19:55:11.837050,Direito,ACTIVE,2.0,50,50
ee14ab52-1a1d-4fc4-a5d8-4e7b046afe11,2026-01-06T03:29:01.215718,Administração,SUSPENDED,5.1,77,25
d2c5cb56-6d3b-4d03-aee2-3b915ce5b042,2026-01-05T16:22:37.977383,Ciência de Dados,ACTIVE,2.7,88,100
00d7166b-4a14-489f-9a57-08f18f5e7d2a,2026-03-07T06:01:23.010018,Ciência de Dados,GRADUATED,7.4,69,100
edf1f929-6c41-4e8c-a6ac-814b6f37085b,2026-02-20T05:18:47.636013,Engenharia de Software,DROPPED,8.1,56,100
6acfb120-2866-4642-a2b5-e1c336ad91c0,2026-01-27T00:29:07.291689,Direito,GRADUATED,1.5,54,50
615796fb-e148-4edb-9c4a-e01513a57496,2026-03-07T05:57:30.178402,Administração,SUSPENDED,4.6,58,25
88583de4-9110-42a9-958b-136adaba61e5,2026-01-15T11:57:37.760770,Engenharia de Software,GRADUATED,6.5,86,100
fb415e79-e476-4380-b662-01efc3ff5624,2026-02-02T02:27:11.060495,Direito,ACTIVE,8.3,93,25
73c8a19d-2ff9-4360-acf2-6623e511cc11,2026-02-07T17:59:47.138087,Administração,ACTIVE,1.8,79,50
401d658e-f293-4800-8646-40e10d5a922c,2026-02-16T15:23:04.709702,Direito,DROPPED,3.1,73,50
f820d01f-2557-4c53-9315-1ae0237edd31,2026-01-28T10:01:03.155656,Administração,ACTIVE,8.2,71,100
b533f8aa-39d2-4ede-a86f-5a75a7f07991,2026-02-26T17:21:30.360123,Ciência de Dados,GRADUATED,5.4,93,50
84bea046-ba19-41e8-938e-8129efac7fce,2026-02-20T01:24:45.165313,Engenharia de Software,DROPPED,4.5,93,50
8b585935-3e7e-41b4-b394-de67e10bbe92,2026-03-13T00:23:37.443472,Administração,DROPPED,5.5,82,25
268ee600-3e6c-494a-8d57-3be2beabaff1,2026-02-09T09:01:56.318488,Direito,SUSPENDED,5.4,87,0
ece033ed-c16d-4840-8d0f-0463bcda06d2,2026-03-25T14:10:14.909241,Engenharia de Software,SUSPENDED,5.9,95,25
caaef252-dd0a-4f23-9519-2b5a0729f6df,2026-01-11T20:01:45.408605,Administração,SUSPENDED,1.8,62,0
0cfcbee6-d2a3-4762-b41f-fcd5de952929,2026-01-01T20:26:14.034298,Engenharia de Software,DROPPED,4.3,62,100
11b2f0d0-88ef-4d8e-900a-2cebb136da5c,2026-02-05T16:00:01.513073,Ciência de Dados,GRADUATED,7.1,76,0
aaf09e8f-83f2-4c5b-89b4-6be6066e0e33,2026-02-26T16:23:04.580737,Engenharia de Software,DROPPED,1.1,59,25
6a2ce24b-0948-4dc1-8209-b617d879a738,2026-02-23T17:53:56.433521,Ciência de Dados,SUSPENDED,7.2,75,50
b623d1da-0829-4bc9-917e-13ada95d5734,2026-02-07T13:42:12.016831,Administração,SUSPENDED,7.5,79,25
4af89c59-93d1-4e8c-a3cc-4ae99076a98d,2026-03-19T17:51:37.256225,Engenharia de Software,ACTIVE,4.3,62,25
1afd4601-bbd5-4b99-b4ca-e2ea4da6e368,2026-03-01T08:27:39.642344,Administração,SUSPENDED,0.8,83,100
bbd8da2e-caaf-45d0-8dfc-5d56702d700c,2026-01-13T08:07:47.320195,Direito,GRADUATED,0.4,52,0
34f1277b-371a-4849-b634-37c31d2bddbb,2026-02-27T09:19:45.034212,Direito,ACTIVE,0.1,79,25
8308df7d-5c12-4d84-9a97-36b7a8aefe3f,2026-02-15T15:32:28.564714,Administração,GRADUATED,4.5,76,0
65cccd34-ee11-4948-9a9c-c6b1e6ca64d6,2026-01-28T20:43:29.322495,Ciência de Dados,SUSPENDED,3.7,62,25
1deb9b63-4398-4cea-aad2-a8dc2d380308,2026-01-17T09:55:21.567812,Ciência de Dados,GRADUATED,0.0,66,50
3137509f-72ff-49df-8f1c-3216992773f3,2026-01-03T17:35:59.471226,Direito,SUSPENDED,3.0,59,100
762a3995-6f05-456a-bfba-d955f100eb04,2026-01-04T08:39:09.885480,Direito,ACTIVE,9.1,92,100
6e206baa-c9ff-429e-b56b-485d91ba1680,2026-01-11T06:29:28.081696,Administração,SUSPENDED,0.2,59,100
dda0a4dc-a3a8-4937-bf56-27b0d07a75b2,2026-03-26T04:54:51.547458,Direito,GRADUATED,3.2,58,25
a067bd9d-140d-4204-b1fb-03eff545b8b3,2026-02-27T05:04:46.352700,Administração,GRADUATED,1.9,55,25
3d6bbd51-18da-43cf-a9e6-e63e37d4d689,2026-03-13T02:13:04.678976,Engenharia de Software,DROPPED,9.1,76,50
fe87de5f-bd6d-4ebf-8740-dfc6f35c9feb,2026-02-03T11:57:56.642888,Administração,GRADUATED,2.0,72,25
46405f69-6ece-4abe-ac5f-b730b9911d82,2026-03-03T20:19:19.217540,Direito,ACTIVE,6.3,61,0
e4a80657-9e70-4b18-bf24-944b72fd7380,2026-03-18T04:25:22.012348,Direito,DROPPED,0.4,61,100
b2812de5-438a-4cd0-9ff1-9b1d45b0ddd9,2026-02-28T18:43:49.427670,Direito,DROPPED,0.2,71,50
3872930f-ffbc-4bd2-824e-02b594972d22,2026-02-10T11:12:40.051099,Administração,ACTIVE,9.3,91,0
23dbc99e-191d-4146-9a80-1d5059358291,2026-03-22T17:55:33.319120,Engenharia de Software,ACTIVE,1.2,92,50
9308d1c6-67b3-41ca-8435-88f2f0621b72,2026-03-16T18:22:44.439619,Direito,GRADUATED,6.1,66,25
392a485b-4db0-4d3e-bac7-34640b1ae14a,2026-01-07T21:13:43.537384,Engenharia de Software,ACTIVE,3.5,76,0
b299cc2b-cbe7-4af9-ad33-11d670e3f7c3,2026-02-17T09:36:25.226772,Engenharia de Software,SUSPENDED,7.0,69,100
2026092c-d3bd-45be-90af-a84d6999edd9,2026-03-27T12:03:37.595138,Administração,GRADUATED,0.1,76,100
32803915-6c8a-461d-a0c8-4ec313d8f9c1,2026-01-25T04:01:06.449329,Ciência de Dados,GRADUATED,8.3,64,25
a5a2fded-4863-429b-a216-0fe7649176ad,2026-01-31T02:46:55.658406,Direito,GRADUATED,8.8,65,0
dba816e1-aeaf-4695-9141-0f3fd66983f2,2026-01-24T21:32:41.828677,Direito,ACTIVE,0.9,88,50
56cc2147-f988-4736-b772-f4b7ea2bec2e,2026-03-05T19:40:17.826436,Ciência de Dados,DROPPED,6.3,78,0
f8ae48ed-4250-48a6-b648-7d2d0a521f87,2026-03-17T11:34:23.557473,Direito,SUSPENDED,2.9,58,0
3e41aa90-7691-40fa-b2b6-f79e6516add9,2026-03-04T16:40:49.230082,Engenharia de Software,SUSPENDED,9.2,93,25
2aaa9e95-df8d-4bcf-baeb-5e05dd0d1f51,2026-01-10T15:26:13.486700,Ciência de Dados,DROPPED,0.8,70,25
352e217d-e1fb-40d1-a59b-779a00701dc9,2026-01-31T15:51:20.906783,Administração,ACTIVE,3.7,93,25
